game_start_time_utc,playerDeck,n,freq,label
2022-04-04,Tri-Beam (NX/PZ),4001,0.122703713926458,~HighDiamond
2022-04-04,Taliyah/Ziggs,1135,0.0348084767074555,~HighDiamond
2022-04-04,Aurelion Sol/Zoe (FR/MT),2938,0.0901033520409728,~HighDiamond
2022-04-04,Miss Fortune/Quinn,1178,0.0361272119483547,~HighDiamond
2022-04-04,Fizz/Lulu (BC/PZ),1452,0.04453031557641,~HighDiamond
2022-04-04,Azir/Irelia,1493,0.0457877142944767,~HighDiamond
2022-04-04,Pantheon/Yuumi (DE/MT),1411,0.0432729168583433,~HighDiamond
2022-04-04,Trundle/Tryndamere (FR/SI),673,0.0206397399331432,~HighDiamond
2022-04-04,Elise (NX/SI),1333,0.040880792467875,~HighDiamond
2022-04-04,Aphelios/Viktor,1527,0.0468304351826295,~HighDiamond
2022-04-05,SunDisc,7367,0.237852322990992,~HighDiamond
2022-04-05,Riven/Viktor,6002,0.193781680818778,~HighDiamond
2022-04-05,Tri-Beam (NX/PZ),4628,0.149420462983889,~HighDiamond
2022-04-05,Taliyah/Ziggs,1250,0.0403577309269364,~HighDiamond
2022-04-05,Aurelion Sol/Zoe (FR/MT),2177,0.0702870241823524,~HighDiamond
2022-04-05,Miss Fortune/Quinn,1378,0.0444903625738547,~HighDiamond
2022-04-05,Fizz/Lulu (BC/PZ),1667,0.0538210699641623,~HighDiamond
2022-04-05,Azir/Irelia,1440,0.0464921060278307,~HighDiamond
2022-04-05,Pantheon/Yuumi (DE/MT),1319,0.0425854776741032,~HighDiamond
2022-04-05,Trundle/Tryndamere (FR/SI),846,0.0273141122913505,~HighDiamond
2022-04-05,Elise (NX/SI),1352,0.0436509217705744,~HighDiamond
2022-04-05,Aphelios/Viktor,1547,0.0499467277951764,~HighDiamond
2022-04-06,SunDisc,6878,0.226488408851423,~HighDiamond
2022-04-06,Riven/Viktor,6256,0.206006322444679,~HighDiamond
2022-04-06,Tri-Beam (NX/PZ),4087,0.134582455216017,~HighDiamond
2022-04-06,Taliyah/Ziggs,1341,0.0441583245521602,~HighDiamond
2022-04-06,Aurelion Sol/Zoe (FR/MT),2092,0.0688883034773446,~HighDiamond
2022-04-06,Miss Fortune/Quinn,1319,0.0434338777660695,~HighDiamond
2022-04-06,Fizz/Lulu (BC/PZ),1688,0.0555848261327713,~HighDiamond
2022-04-06,Azir/Irelia,1226,0.0403714436248683,~HighDiamond
2022-04-06,Pantheon/Yuumi (DE/MT),1449,0.0477146996838778,~HighDiamond
2022-04-06,Trundle/Tryndamere (FR/SI),1082,0.0356296101159115,~HighDiamond
2022-04-06,Elise (NX/SI),1298,0.0427423603793467,~HighDiamond
2022-04-06,Aphelios/Viktor,1652,0.0543993677555321,~HighDiamond
2022-04-07,SunDisc,6715,0.231759508524884,~HighDiamond
2022-04-07,Riven/Viktor,5281,0.182266859943398,~HighDiamond
2022-04-07,Tri-Beam (NX/PZ),4026,0.138952164009112,~HighDiamond
2022-04-07,Taliyah/Ziggs,1524,0.0525988817560572,~HighDiamond
2022-04-07,Aurelion Sol/Zoe (FR/MT),1833,0.0632636156554152,~HighDiamond
2022-04-07,Miss Fortune/Quinn,1085,0.037447366604542,~HighDiamond
2022-04-07,Fizz/Lulu (BC/PZ),1590,0.0548767860840754,~HighDiamond
2022-04-07,Azir/Irelia,1584,0.0546697038724374,~HighDiamond
2022-04-07,Pantheon/Yuumi (DE/MT),1489,0.0513909021881687,~HighDiamond
2022-04-07,Trundle/Tryndamere (FR/SI),1280,0.0441775384827777,~HighDiamond
2022-04-07,Elise (NX/SI),1178,0.0406571408849313,~HighDiamond
2022-04-07,Aphelios/Viktor,1389,0.0479395319942017,~HighDiamond
2022-04-08,SunDisc,6700,0.253126298689033,~HighDiamond
2022-04-08,Riven/Viktor,4455,0.168310098605916,~HighDiamond
2022-04-08,Tri-Beam (NX/PZ),3635,0.137330462049945,~HighDiamond
2022-04-08,Taliyah/Ziggs,1429,0.0539876837054668,~HighDiamond
2022-04-08,Aurelion Sol/Zoe (FR/MT),1612,0.0609014318636896,~HighDiamond
2022-04-08,Miss Fortune/Quinn,1249,0.0471872756809853,~HighDiamond
2022-04-08,Fizz/Lulu (BC/PZ),1256,0.0474517359930485,~HighDiamond
2022-04-08,Azir/Irelia,1292,0.0488118175979448,~HighDiamond
2022-04-08,Pantheon/Yuumi (DE/MT),1253,0.0473383958593071,~HighDiamond
2022-04-08,Trundle/Tryndamere (FR/SI),1249,0.0471872756809853,~HighDiamond
2022-04-08,Elise (NX/SI),1008,0.0380822849370962,~HighDiamond
2022-04-08,Aphelios/Viktor,1331,0.0502852393365824,~HighDiamond
2022-04-09,SunDisc,6250,0.236545303156461,~HighDiamond
2022-04-09,Riven/Viktor,4422,0.167360532889259,~HighDiamond
2022-04-09,Tri-Beam (NX/PZ),3413,0.12917265914768,~HighDiamond
2022-04-09,Taliyah/Ziggs,1702,0.0644160169555673,~HighDiamond
2022-04-09,Aurelion Sol/Zoe (FR/MT),1431,0.0541594126107032,~HighDiamond
2022-04-09,Miss Fortune/Quinn,1465,0.0554462190598744,~HighDiamond
2022-04-09,Fizz/Lulu (BC/PZ),1500,0.0567708727575505,~HighDiamond
2022-04-09,Azir/Irelia,1366,0.051699341457876,~HighDiamond
2022-04-09,Pantheon/Yuumi (DE/MT),1386,0.0524562864279767,~HighDiamond
2022-04-09,Trundle/Tryndamere (FR/SI),1175,0.0444705169934146,~HighDiamond
2022-04-09,Elise (NX/SI),1157,0.043789266520324,~HighDiamond
2022-04-09,Aphelios/Viktor,1155,0.0437135720233139,~HighDiamond
2022-04-10,SunDisc,6668,0.258840883506075,~HighDiamond
2022-04-10,Riven/Viktor,4024,0.156205116261015,~HighDiamond
2022-04-10,Tri-Beam (NX/PZ),2919,0.113310818679399,~HighDiamond
2022-04-10,Taliyah/Ziggs,2045,0.079383564302628,~HighDiamond
2022-04-10,Aurelion Sol/Zoe (FR/MT),1383,0.0536858041225108,~HighDiamond
2022-04-10,Miss Fortune/Quinn,1395,0.0541516245487365,~HighDiamond
2022-04-10,Fizz/Lulu (BC/PZ),1258,0.0488335080159932,~HighDiamond
2022-04-10,Azir/Irelia,1366,0.0530258918520244,~HighDiamond
2022-04-10,Pantheon/Yuumi (DE/MT),1431,0.0555490858274135,~HighDiamond
2022-04-10,Trundle/Tryndamere (FR/SI),1102,0.0427778424750592,~HighDiamond
2022-04-10,Elise (NX/SI),1158,0.0449516711307791,~HighDiamond
2022-04-10,Aphelios/Viktor,1012,0.0392841892783665,~HighDiamond
2022-04-11,SunDisc,6787,0.2438998095375,~HighDiamond
2022-04-11,Riven/Viktor,4144,0.148920113558774,~HighDiamond
2022-04-11,Tri-Beam (NX/PZ),3750,0.134761203148022,~HighDiamond
2022-04-11,Taliyah/Ziggs,2111,0.0758615732921264,~HighDiamond
2022-04-11,Aurelion Sol/Zoe (FR/MT),1476,0.0530420095590613,~HighDiamond
2022-04-11,Miss Fortune/Quinn,1450,0.0521076652172351,~HighDiamond
2022-04-11,Fizz/Lulu (BC/PZ),1356,0.0487296510583247,~HighDiamond
2022-04-11,Azir/Irelia,1498,0.0538326086175297,~HighDiamond
2022-04-11,Pantheon/Yuumi (DE/MT),1463,0.0525748373881482,~HighDiamond
2022-04-11,Trundle/Tryndamere (FR/SI),1168,0.0419736227405038,~HighDiamond
2022-04-11,Elise (NX/SI),1273,0.0457469364286484,~HighDiamond
2022-04-11,Aphelios/Viktor,1351,0.0485499694541273,~HighDiamond
2022-04-12,SunDisc,6700,0.237134565017343,~HighDiamond
2022-04-12,Riven/Viktor,4036,0.142847030508954,~HighDiamond
2022-04-12,Tri-Beam (NX/PZ),3926,0.138953776456431,~HighDiamond
2022-04-12,Taliyah/Ziggs,2192,0.0775819353011963,~HighDiamond
2022-04-12,Aurelion Sol/Zoe (FR/MT),1285,0.0454802859772068,~HighDiamond
2022-04-12,Miss Fortune/Quinn,1717,0.0607701564380265,~HighDiamond
2022-04-12,Fizz/Lulu (BC/PZ),1513,0.0535499398315283,~HighDiamond
2022-04-12,Azir/Irelia,1313,0.0464712960996673,~HighDiamond
2022-04-12,Pantheon/Yuumi (DE/MT),1480,0.0523819636157712,~HighDiamond
2022-04-12,Trundle/Tryndamere (FR/SI),1453,0.05142634671197,~HighDiamond
2022-04-12,Elise (NX/SI),1403,0.0496566857790047,~HighDiamond
2022-04-12,Aphelios/Viktor,1236,0.0437460182629008,~HighDiamond
2022-04-13,SunDisc,5590,0.243774802668876,~HighDiamond
2022-04-13,Riven/Viktor,3276,0.142863372726876,~HighDiamond
2022-04-13,Tri-Beam (NX/PZ),3045,0.13278967336793,~HighDiamond
2022-04-13,Taliyah/Ziggs,2007,0.087523439884872,~HighDiamond
2022-04-13,Aurelion Sol/Zoe (FR/MT),1192,0.0519820330556888,~HighDiamond
2022-04-13,Miss Fortune/Quinn,1268,0.0552963237538703,~HighDiamond
2022-04-13,Fizz/Lulu (BC/PZ),1246,0.054336923814923,~HighDiamond
2022-04-13,Azir/Irelia,1105,0.0481880423880337,~HighDiamond
2022-04-13,Pantheon/Yuumi (DE/MT),1125,0.049060224150713,~HighDiamond
2022-04-13,Trundle/Tryndamere (FR/SI),1201,0.0523745148488945,~HighDiamond
2022-04-13,Elise (NX/SI),1079,0.0470542060965505,~HighDiamond
2022-04-13,Aphelios/Viktor,797,0.0347564432427718,~HighDiamond
